prefix	input_text	target_text
eng to kor	Grapevine	그레이프바인
kor to eng	그레이프바인	Grapevine
eng to kor	posphatide	포스파티드
kor to eng	포스파티드	posphatide
eng to kor	Born	보른
kor to eng	보른	Born
eng to kor	planetarium	플라네타륨
kor to eng	플라네타륨	planetarium
eng to kor	Springfield	스프링필드
kor to eng	스프링필드	Springfield
eng to kor	Thornhill	손힐
kor to eng	손힐	Thornhill
eng to kor	woofer	우퍼
kor to eng	우퍼	woofer
eng to kor	vitamin E	비타민 이
kor to eng	비타민 이	vitamin E
eng to kor	Cheyenne	샤이엔
kor to eng	샤이엔	Cheyenne
eng to kor	Kotzebue	코체부
kor to eng	코체부	Kotzebue
eng to kor	Elsmere	엘스미어
kor to eng	엘스미어	Elsmere
eng to kor	chromomycin	크로모마이신
kor to eng	크로모마이신	chromomycin
eng to kor	Cleburne County	클리번 카운티
kor to eng	클리번 카운티	Cleburne County
eng to kor	Europe Russia	유럽 러시아
kor to eng	유럽 러시아	Europe Russia
eng to kor	hymo	하이모
kor to eng	하이모	hymo
eng to kor	Queenstown	퀸스타운
kor to eng	퀸스타운	Queenstown
eng to kor	model house	모델하우스
kor to eng	모델하우스	model house
eng to kor	scarf	스카프
kor to eng	스카프	scarf
eng to kor	tephrite	테프라이트
kor to eng	테프라이트	tephrite
eng to kor	Lubbock	러벅
kor to eng	러벅	Lubbock
eng to kor	snack	스낵
kor to eng	스낵	snack
eng to kor	Winnett	위넛
kor to eng	위넛	Winnett
eng to kor	Brooke	브룩
kor to eng	브룩	Brooke
eng to kor	James	제임스
kor to eng	제임스	James
eng to kor	lifestyle	라이프스타일
kor to eng	라이프스타일	lifestyle
eng to kor	Aspermont	애스퍼몬트
kor to eng	애스퍼몬트	Aspermont
eng to kor	Seven Points	세븐포인츠
kor to eng	세븐포인츠	Seven Points
eng to kor	Harlowe	할로위
kor to eng	할로위	Harlowe
eng to kor	Dedham	데덤
kor to eng	데덤	Dedham
eng to kor	Schopenhauer	쇼펜하우어
kor to eng	쇼펜하우어	Schopenhauer
eng to kor	overlock	오버로크
kor to eng	오버로크	overlock
eng to kor	edge ball	에지볼
kor to eng	에지볼	edge ball
eng to kor	Wood	우드
kor to eng	우드	Wood
eng to kor	rubber cement	러버시멘트
kor to eng	러버시멘트	rubber cement
eng to kor	stylist	스타일리스트
kor to eng	스타일리스트	stylist
eng to kor	Saline	설린
kor to eng	설린	Saline
eng to kor	Highlands	하이랜즈
kor to eng	하이랜즈	Highlands
eng to kor	Niobrara	나이오브래라
kor to eng	나이오브래라	Niobrara
eng to kor	Beaty	비티
kor to eng	비티	Beaty
eng to kor	VICKI	비키
kor to eng	비키	VICKI
eng to kor	Maple Valley	메이플밸리
kor to eng	메이플밸리	Maple Valley
eng to kor	McKenney	맥케니
kor to eng	맥케니	McKenney
eng to kor	UNKRA	운크라
kor to eng	운크라	UNKRA
eng to kor	Blasis	블라시스
kor to eng	블라시스	Blasis
eng to kor	Smith County	스미스 카운티
kor to eng	스미스 카운티	Smith County
eng to kor	Bly	블라이
kor to eng	블라이	Bly
eng to kor	Castle	캐슬
kor to eng	캐슬	Castle
eng to kor	Cedarville	시더빌
kor to eng	시더빌	Cedarville
eng to kor	Zinc	징크
kor to eng	징크	Zinc
eng to kor	double date	더블데이트
kor to eng	더블데이트	double date
eng to kor	birdie	버디
kor to eng	버디	birdie
eng to kor	Paderborn	파더보른
kor to eng	파더보른	Paderborn
eng to kor	aerial	에어리얼
kor to eng	에어리얼	aerial
eng to kor	Boynton	보인턴
kor to eng	보인턴	Boynton
eng to kor	Joseph	조지프
kor to eng	조지프	Joseph
eng to kor	Pierson	피어슨
kor to eng	피어슨	Pierson
eng to kor	Plesac	플리색
kor to eng	플리색	Plesac
eng to kor	Dublin	더블린
kor to eng	더블린	Dublin
eng to kor	Beattie	비티
kor to eng	비티	Beattie
eng to kor	schooner	스쿠너
kor to eng	스쿠너	schooner
eng to kor	Manhattan	맨해튼
kor to eng	맨해튼	Manhattan
eng to kor	Nokomis	너코미스
kor to eng	너코미스	Nokomis
eng to kor	Springfield	스프링필드
kor to eng	스프링필드	Springfield
eng to kor	Columbia	컬럼비아
kor to eng	컬럼비아	Columbia
eng to kor	Patton	패튼
kor to eng	패튼	Patton
eng to kor	velvet silk	벨벳 실크
kor to eng	벨벳 실크	velvet silk
eng to kor	Johannsen	요한센
kor to eng	요한센	Johannsen
eng to kor	German Valley	저먼밸리
kor to eng	저먼밸리	German Valley
eng to kor	Megan	메건
kor to eng	메건	Megan
eng to kor	engineer	엔지니어
kor to eng	엔지니어	engineer
eng to kor	Morgan	모건
kor to eng	모건	Morgan
eng to kor	Bagley	배글리
kor to eng	배글리	Bagley
eng to kor	Otey	오티
kor to eng	오티	Otey
eng to kor	gauging	게이징
kor to eng	게이징	gauging
eng to kor	Ava	에이바
kor to eng	에이바	Ava
eng to kor	Blair	블레어
kor to eng	블레어	Blair
eng to kor	Diu	디우
kor to eng	디우	Diu
eng to kor	Hamilton Island	해밀턴 아일랜드
kor to eng	해밀턴 아일랜드	Hamilton Island
eng to kor	Goshen	고센
kor to eng	고센	Goshen
eng to kor	Gustine	거스틴
kor to eng	거스틴	Gustine
eng to kor	Narses	나르세스
kor to eng	나르세스	Narses
eng to kor	Red Creek	레드 크리크
kor to eng	레드 크리크	Red Creek
eng to kor	St. Johns	세인트존스
kor to eng	세인트존스	St. Johns
eng to kor	Rahway	로웨이
kor to eng	로웨이	Rahway
eng to kor	Sketch Book	스케치 북
kor to eng	스케치 북	Sketch Book
eng to kor	outsider	아웃사이더
kor to eng	아웃사이더	outsider
eng to kor	Cameroon	카메룬
kor to eng	카메룬	Cameroon
eng to kor	Valdez	밸디즈
kor to eng	밸디즈	Valdez
eng to kor	nest	네스트
kor to eng	네스트	nest
eng to kor	radio control	라디오컨트롤
kor to eng	라디오컨트롤	radio control
eng to kor	Portia	포셔
kor to eng	포셔	Portia
eng to kor	Darvis	다비스
kor to eng	다비스	Darvis
eng to kor	Julie	줄리
kor to eng	줄리	Julie
eng to kor	glide path	글라이드패스
kor to eng	글라이드패스	glide path
eng to kor	Jo	조
kor to eng	조	Jo
eng to kor	lindane	린덴
kor to eng	린덴	lindane
eng to kor	Telluride	텔류라이드
kor to eng	텔류라이드	Telluride
eng to kor	logo	로고
kor to eng	로고	logo
eng to kor	Elko	엘코
kor to eng	엘코	Elko
eng to kor	Boris Pasternak	보리스 파스테르나크
kor to eng	보리스 파스테르나크	Boris Pasternak
eng to kor	stand-off	스탠드오프
kor to eng	스탠드오프	stand-off
eng to kor	Elna	엘나
kor to eng	엘나	Elna
eng to kor	course line	코스라인
kor to eng	코스라인	course line
eng to kor	handsome	핸섬
kor to eng	핸섬	handsome
eng to kor	Lowpoint	로포인트
kor to eng	로포인트	Lowpoint
eng to kor	Hearst	허스트
kor to eng	허스트	Hearst
eng to kor	NNW	엔엔더블유
kor to eng	엔엔더블유	NNW
eng to kor	manager	매니저
kor to eng	매니저	manager
eng to kor	dome skirt	돔스커트
kor to eng	돔스커트	dome skirt
eng to kor	Baron	배런
kor to eng	배런	Baron
eng to kor	Zeuxis	제욱시스
kor to eng	제욱시스	Zeuxis
eng to kor	Coweta County	코웨타 카운티
kor to eng	코웨타 카운티	Coweta County
eng to kor	Richland Springs	리칠랜드스프링스
kor to eng	리칠랜드스프링스	Richland Springs
eng to kor	boring bite	보링바이트
kor to eng	보링바이트	boring bite
eng to kor	Alamo	앨러모
kor to eng	앨러모	Alamo
eng to kor	Bolton	볼턴
kor to eng	볼턴	Bolton
eng to kor	Kress	크레스
kor to eng	크레스	Kress
eng to kor	nine	나인
kor to eng	나인	nine
eng to kor	Drieu La Rochelle	드리외라로셸
kor to eng	드리외라로셸	Drieu La Rochelle
eng to kor	Bernanke	버냉키
kor to eng	버냉키	Bernanke
eng to kor	Cooke	쿡
kor to eng	쿡	Cooke
eng to kor	Michael Kenneth	마이클 케네스
kor to eng	마이클 케네스	Michael Kenneth
eng to kor	Starkeytown	스타키타운
kor to eng	스타키타운	Starkeytown
eng to kor	Denise	데니즈
kor to eng	데니즈	Denise
eng to kor	s	에스
kor to eng	에스	s
eng to kor	Dougherty	도허티
kor to eng	도허티	Dougherty
eng to kor	Oakwood	오크우드
kor to eng	오크우드	Oakwood
eng to kor	Mark	마크
kor to eng	마크	Mark
eng to kor	Culpeper County	컬페퍼 카운티
kor to eng	컬페퍼 카운티	Culpeper County
eng to kor	Bourne	본
kor to eng	본	Bourne
eng to kor	Texas hit	텍사스히트
kor to eng	텍사스히트	Texas hit
eng to kor	memo	메모
kor to eng	메모	memo
eng to kor	Felton	펠턴
kor to eng	펠턴	Felton
eng to kor	Ellen	엘런
kor to eng	엘런	Ellen
eng to kor	Vigo County	비고 카운티
kor to eng	비고 카운티	Vigo County
eng to kor	Americanism	아메리카즘
kor to eng	아메리카즘	Americanism
eng to kor	Morgan	모건
kor to eng	모건	Morgan
eng to kor	Garret	개럿
kor to eng	개럿	Garret
eng to kor	double dribble	더블드리블
kor to eng	더블드리블	double dribble
eng to kor	Rosemont	로즈먼트
kor to eng	로즈먼트	Rosemont
eng to kor	Hutchins	허친스
kor to eng	허친스	Hutchins
eng to kor	Sentinel	센티넬
kor to eng	센티넬	Sentinel
eng to kor	Fria	프리아
kor to eng	프리아	Fria
eng to kor	Coubertin	쿠베르탱
kor to eng	쿠베르탱	Coubertin
eng to kor	Ruth Bader	루스 베이더
kor to eng	루스 베이더	Ruth Bader
eng to kor	Mortimer	모티머
kor to eng	모티머	Mortimer
eng to kor	dry dock	드라이독
kor to eng	드라이독	dry dock
eng to kor	columnist	칼럼니스트
kor to eng	칼럼니스트	columnist
eng to kor	George	조지
kor to eng	조지	George
eng to kor	Christchurch	크라이스트처치
kor to eng	크라이스트처치	Christchurch
eng to kor	MOBS	엠오비에스
kor to eng	엠오비에스	MOBS
eng to kor	nonstop	논스톱
kor to eng	논스톱	nonstop
eng to kor	Srivijaya	스리비자야
kor to eng	스리비자야	Srivijaya
eng to kor	Buzz	버즈
kor to eng	버즈	Buzz
eng to kor	Chanel	샤넬
kor to eng	샤넬	Chanel
eng to kor	eastern grip	이스턴그립
kor to eng	이스턴그립	eastern grip
eng to kor	Athanasius	아타나시우스
kor to eng	아타나시우스	Athanasius
eng to kor	Mustang Ridge	머스탱리지
kor to eng	머스탱리지	Mustang Ridge
eng to kor	knit	니트
kor to eng	니트	knit
eng to kor	Malamud	맬러머드
kor to eng	맬러머드	Malamud
eng to kor	Donalsonville	도널슨빌
kor to eng	도널슨빌	Donalsonville
eng to kor	Harding	하딩
kor to eng	하딩	Harding
eng to kor	Galateia	갈라테이아
kor to eng	갈라테이아	Galateia
eng to kor	Bethany	베서니
kor to eng	베서니	Bethany
eng to kor	Rawlins	롤린스
kor to eng	롤린스	Rawlins
eng to kor	Lively	라이블리
kor to eng	라이블리	Lively
eng to kor	taboo	터부
kor to eng	터부	taboo
eng to kor	magnister	마그니스터
kor to eng	마그니스터	magnister
eng to kor	John Denham	존 데넘
kor to eng	존 데넘	John Denham
eng to kor	Kaufman	코프먼
kor to eng	코프먼	Kaufman
eng to kor	Ercan	에르칸
kor to eng	에르칸	Ercan
eng to kor	Hoxha	호자
kor to eng	호자	Hoxha
eng to kor	Nevada	네바다
kor to eng	네바다	Nevada
eng to kor	Wiley	윌리
kor to eng	윌리	Wiley
eng to kor	Deep Impact	디프 임팩트
kor to eng	디프 임팩트	Deep Impact
eng to kor	Talladega Springs	탤러디가스프링스
kor to eng	탤러디가스프링스	Talladega Springs
eng to kor	Smetana	스메타나
kor to eng	스메타나	Smetana
eng to kor	Eureka	유레카
kor to eng	유레카	Eureka
eng to kor	DO	디오
kor to eng	디오	DO
eng to kor	medicine	메디신
kor to eng	메디신	medicine
eng to kor	Neligh	넬리
kor to eng	넬리	Neligh
eng to kor	Comfrey	콤프리
kor to eng	콤프리	Comfrey
eng to kor	Sienkiewicz	시엔키에비치
kor to eng	시엔키에비치	Sienkiewicz
eng to kor	Cavalcanti	카발칸티
kor to eng	카발칸티	Cavalcanti
eng to kor	Burkhardt	버크하트
kor to eng	버크하트	Burkhardt
eng to kor	Cerrogordo	케로고도
kor to eng	케로고도	Cerrogordo
eng to kor	helicopter	헬리콥터
kor to eng	헬리콥터	helicopter
eng to kor	Cass County	캐스 카운티
kor to eng	캐스 카운티	Cass County
eng to kor	referee position	레퍼리포지션
kor to eng	레퍼리포지션	referee position
eng to kor	cold strip mill	콜드스트립밀
kor to eng	콜드스트립밀	cold strip mill
eng to kor	Oak Creek	오크 크리크
kor to eng	오크 크리크	Oak Creek
eng to kor	Collinsville	콜린스빌
kor to eng	콜린스빌	Collinsville
eng to kor	language	랭귀지
kor to eng	랭귀지	language
eng to kor	Pepper	페퍼
kor to eng	페퍼	Pepper
eng to kor	Richland County	리칠랜드 카운티
kor to eng	리칠랜드 카운티	Richland County
eng to kor	Dubois	두보이스
kor to eng	두보이스	Dubois
eng to kor	Shiawassee County	시아와시 카운티
kor to eng	시아와시 카운티	Shiawassee County
eng to kor	community	커뮤니티
kor to eng	커뮤니티	community
eng to kor	home automation	홈오토메이션
kor to eng	홈오토메이션	home automation
eng to kor	einsteinium	아인시타이늄
kor to eng	아인시타이늄	einsteinium
eng to kor	Kurt Furgler	쿠르트 푸르글러
kor to eng	쿠르트 푸르글러	Kurt Furgler
eng to kor	Point Hope	포인트 호프
kor to eng	포인트 호프	Point Hope
eng to kor	chimpanzee	침팬지
kor to eng	침팬지	chimpanzee
eng to kor	New Berlin	뉴벌린
kor to eng	뉴벌린	New Berlin
eng to kor	Council Bluffs	카운실블러프스
kor to eng	카운실블러프스	Council Bluffs
eng to kor	Gervinus	게르비누스
kor to eng	게르비누스	Gervinus
eng to kor	Chartism	차티즘
kor to eng	차티즘	Chartism
eng to kor	Multan	물탄
kor to eng	물탄	Multan
eng to kor	Scofield	스코필드
kor to eng	스코필드	Scofield
eng to kor	Letterbox	레터복스
kor to eng	레터복스	Letterbox
eng to kor	North Wildwood	노스와일드우드
kor to eng	노스와일드우드	North Wildwood
eng to kor	Deucalion	데우칼리온
kor to eng	데우칼리온	Deucalion
eng to kor	Calhoun County	캘훈 카운티
kor to eng	캘훈 카운티	Calhoun County
eng to kor	Red Deer	레드디어
kor to eng	레드디어	Red Deer
eng to kor	operation	오퍼레이션
kor to eng	오퍼레이션	operation
eng to kor	Perry County	페리 카운티
kor to eng	페리 카운티	Perry County
eng to kor	jacobinia	야코비니아
kor to eng	야코비니아	jacobinia
eng to kor	Lyme	라임
kor to eng	라임	Lyme
eng to kor	Zulu	줄루
kor to eng	줄루	Zulu
eng to kor	Creek	크리크
kor to eng	크리크	Creek
eng to kor	Park Chan-wook	박찬욱
kor to eng	박찬욱	Park Chan-wook
eng to kor	NC	엔시
kor to eng	엔시	NC
eng to kor	Diana	다이애나
kor to eng	다이애나	Diana
eng to kor	Roosevelt	루스벨트
kor to eng	루스벨트	Roosevelt
eng to kor	Strabane	스트러밴
kor to eng	스트러밴	Strabane
eng to kor	Rolla	롤라
kor to eng	롤라	Rolla
eng to kor	Kawerau	카웨라우
kor to eng	카웨라우	Kawerau
eng to kor	Everglades City	에버글레이즈 시티
kor to eng	에버글레이즈 시티	Everglades City
eng to kor	original key	오리지널키
kor to eng	오리지널키	original key
eng to kor	Digital Signage	디지털 사이니지
kor to eng	디지털 사이니지	Digital Signage
eng to kor	Neil deGrasse	닐 더그래스
kor to eng	닐 더그래스	Neil deGrasse
eng to kor	journey	저니
kor to eng	저니	journey
eng to kor	Grayson	그레이슨
kor to eng	그레이슨	Grayson
eng to kor	Stephen	스티븐
kor to eng	스티븐	Stephen
eng to kor	Hughes County	휴스 카운티
kor to eng	휴스 카운티	Hughes County
eng to kor	Ste. Genevieve County	생트 주느비에브 카운티
kor to eng	생트 주느비에브 카운티	Ste. Genevieve County
eng to kor	Jersey	저지
kor to eng	저지	Jersey
eng to kor	Lex	렉스
kor to eng	렉스	Lex
eng to kor	Loving County	러빙 카운티
kor to eng	러빙 카운티	Loving County
eng to kor	Mark Twain	마크 트웨인
kor to eng	마크 트웨인	Mark Twain
eng to kor	Wolfenbarger	울펀바거
kor to eng	울펀바거	Wolfenbarger
eng to kor	Reed	리드
kor to eng	리드	Reed
eng to kor	Mystic	미스틱
kor to eng	미스틱	Mystic
eng to kor	Fitz	피츠
kor to eng	피츠	Fitz
eng to kor	Simpson	심슨
kor to eng	심슨	Simpson
eng to kor	Anselm	안젤름
kor to eng	안젤름	Anselm
eng to kor	Daniel C. Tsui	대니얼 추이
kor to eng	대니얼 추이	Daniel C. Tsui
eng to kor	Cnut	크누트
kor to eng	크누트	Cnut
eng to kor	Gryphius	그리피우스
kor to eng	그리피우스	Gryphius
eng to kor	Carly	칼리
kor to eng	칼리	Carly
eng to kor	dog-leg	도그레그
kor to eng	도그레그	dog-leg
eng to kor	spare tire	스페어타이어
kor to eng	스페어타이어	spare tire
eng to kor	John Prescott	존 프레스콧
kor to eng	존 프레스콧	John Prescott
eng to kor	Lie	리
kor to eng	리	Lie
eng to kor	Walnut Hill	월넛 힐
kor to eng	월넛 힐	Walnut Hill
eng to kor	Sigismund	지기스문트
kor to eng	지기스문트	Sigismund
eng to kor	Goldfield	골드필드
